Age;VRExperience;width;height;fov;fps;antialiasing;textures;saturation;brightness;contrast;sharpness;shadowStrength;reflections;modelsDetail;dof;particles;ambientSound;reverbZone;won;zombiesKilled;time;VisualImmersion
35;2;370.9377;206.0765;46;30;0;0;0.1730317;0.07741499;0.7645336;0.7244097;0.6600249;1;0;1;1;1;1;1;40;90;74
35;2;517.1691;287.3162;89;17;0;1;0.7985361;0.5914223;0.7224644;0.3914616;0.08630621;1;0;0;0;1;1;0;17;65;85
35;2;1493.374;829.6524;68;24;1;1;0.2888467;-0.4765036;0.7321108;0.3467731;0.156474;1;0;1;1;1;1;1;37;90;91
35;2;921.9723;512.2068;84;54;1;1;0.7938681;0.516127;0.3009418;0.4720048;0.7027677;0;1;1;0;1;1;0;15;60;100
35;2;327.8973;182.1652;38;31;0;0;0.3822989;-0.2351237;-0.6919499;0.09210646;0.6479542;1;0;1;1;1;1;0;29;81;79
35;2;1060.643;589.2462;84;35;0;0;-0.4025222;-0.0577119;0.3596548;0.8040824;0.527602;1;0;1;0;1;0;1;39;90;68
35;2;1925.113;1069.507;32;43;0;1;0.9484487;0.5118315;0.7367898;0.8923664;0.3201347;1;1;0;1;1;0;1;41;90;100
35;2;847.9379;471.0766;36;45;1;0;0.6224909;-0.6372682;0.06309783;0.1642627;0.571103;1;0;1;1;1;0;1;42;90;86
19;1;1493.051;829.4727;64;46;1;0;-0.440677;0.364043;-0.5828709;0.7509596;0.4198117;1;1;1;1;1;1;1;40;90;52
19;1;1379.604;766.4465;94;15;1;0;0.2574098;0.7274784;-0.3543376;0.04811287;0.573495;0;0;0;0;1;1;0;14;56;70
19;1;2023.754;1124.308;81;22;0;1;0.4198804;0.7243332;-0.3190686;0.9785554;0.8528047;1;1;0;1;1;0;0;22;71;82
19;1;219.589;121.9939;95;56;0;1;0.8742204;-0.5680738;-0.6110037;0.08792186;0.7781795;0;0;1;0;1;1;0;16;58;92
19;1;1400.175;777.8748;63;50;1;0;0.8301437;0.4198297;-0.6495119;0.7794181;0.875002;0;0;0;0;1;1;0;3;26;55
19;1;2124.782;1180.434;71;53;0;0;0.6263492;-0.5670111;-0.4642504;0.4171957;0.5772122;1;1;1;1;1;0;0;24;74;100
19;1;1562.322;867.9565;80;19;1;0;-0.8142459;0.2605579;-0.09549969;0.2300397;0.294475;0;1;0;1;1;1;0;6;40;56
19;1;679.752;377.64;61;40;1;1;0.6938205;-0.7471722;-0.1747235;0.2728643;0.6659058;1;0;1;1;1;1;0;18;61;100
21;2;464.0107;257.7838;56;36;1;1;-0.4118258;0.49154;-0.6029884;0.9169711;0.1747739;0;1;0;1;1;1;0;10;41;100
21;2;287.7325;159.8514;37;38;0;1;-0.8283896;-0.2861169;-0.4578497;0.6369367;0.417282;0;0;1;0;1;1;0;21;64;100
21;2;770.9767;428.3204;81;34;0;0;-0.9653988;0.01426917;-0.5044662;0.1154259;0.4344577;0;1;1;1;1;0;1;37;90;100
21;2;834.5503;463.6391;83;60;0;1;0.5575795;-0.6600032;-0.09252864;0.8222128;0.8478786;0;0;1;1;1;0;0;18;66;100
21;2;2014.207;1119.004;89;35;0;1;0.9115438;0.5362538;-0.07295197;0.9527078;0.6848544;1;1;1;1;1;1;0;9;47;100
30;5;1641.337;911.8539;37;60;1;1;-0.4502319;-0.6821911;-0.6520985;0.9175277;0.7553363;1;0;0;1;0;1;1;232;167;83
30;5;1282.118;712.2877;39;55;1;1;-0.2345744;0.3916439;-0.3053723;0.7723895;0.4276939;1;1;1;1;1;1;0;181;137;85
30;5;1795.531;997.5171;40;47;1;0;-0.5514379;-0.415188;0.08744591;0.2234764;0.4561614;1;0;0;0;1;1;1;241;192;39
30;5;838.4885;465.827;44;48;0;1;-0.8326561;-0.08297837;-0.7041872;0.1656823;0.8064346;1;0;1;0;0;0;1;268;238;67
30;5;1924.702;1069.279;85;35;1;1;-0.3762177;-0.5936156;0.5969183;0.2086251;0.01131606;1;0;0;0;1;0;1;125;60;79
30;5;2097.019;1165.011;88;22;0;0;0.9221594;0.3700441;-0.5104218;0.1319836;0.2733515;0;1;1;0;0;1;1;145;79;25
30;5;1530.505;850.2809;55;24;0;1;0.8307047;-0.4849947;0.2378137;0.8138883;0.5565899;0;1;1;1;0;0;0;51;58;19
30;5;1255.663;697.5906;67;30;0;1;0.1952628;-0.6566208;-0.1274495;0.4405244;0.7055248;1;0;1;0;0;1;0;101;81;22
30;5;860.4902;478.0501;79;49;1;0;-0.3142687;0.3230249;0.5995663;0.6380723;0.9203008;1;1;1;1;0;0;1;127;64;19
30;5;470.2238;261.2354;86;35;1;0;-0.6234372;0.2119961;0.08646095;0.1778409;0.5497267;1;0;1;1;1;0;0;145;101;21
30;5;575.2302;319.5723;39;54;1;1;0.06402004;0.1045543;0.294343;0.2208728;0.3865314;0;1;1;1;1;0;1;181;106;34
30;5;1195.389;664.1052;55;38;0;0;0.3756566;-0.6796851;0.1583854;0.0946486;0.1798428;0;0;1;1;1;0;1;153;70;27
30;5;1174.682;652.6013;76;44;0;1;0.7037091;0.2918602;0.009312153;0.5901131;0.3372533;0;0;0;0;1;0;1;187;109;77
30;5;698.7938;388.2188;31;22;0;0;0.1201237;0.6615757;0.7102503;0.4631034;0.4371542;1;0;1;0;1;0;0;92;69;1
30;5;265.0482;147.249;40;26;0;0;0.6602774;-0.2398048;-0.7234444;0.9500426;0.1709924;0;0;1;0;1;0;0;45;54;2
30;5;1818.093;1010.051;31;48;0;0;-0.8049169;-0.5006166;0.3973732;0.539522;0.8981328;1;1;1;1;0;0;0;95;61;26
30;5;286.8294;159.3497;35;60;0;1;0.9683626;0.3282875;-0.6954017;0.3212932;0.5177154;1;1;0;1;0;0;0;112;80;10
30;5;460.0563;255.5868;57;17;0;0;0.9281712;0.1281152;-0.6384823;0.7854761;0.4343483;0;0;1;0;1;0;1;135;70;2
30;5;808.2635;449.0353;84;18;1;1;-0.2336339;-0.1984399;0.4855343;0.559429;0.04648316;1;0;1;1;1;0;0;128;76;79
30;5;1092.292;606.8286;39;28;0;0;-0.802892;-0.04621917;-0.2273858;0.4738166;0.8522887;1;1;1;0;1;0;1;149;81;63
30;5;941.0895;522.8275;62;23;0;1;0.5331886;-0.6762821;0.3706396;0.7935871;0.6018968;0;1;0;1;0;0;1;180;93;57
30;5;2150.587;1194.771;66;19;0;1;-0.6908059;0.4144703;-0.4104521;0.3380246;0.2652052;1;1;0;0;1;0;0;107;61;77
30;5;1787.954;993.3079;92;48;0;1;-0.9302487;-0.7779829;0.2762764;0.09117162;0.6640813;0;1;0;0;0;1;1;122;60;91
30;5;840.1172;466.7318;71;26;1;1;0.1009699;0.6881143;0.7570687;0.3877569;0.7217019;0;0;0;0;0;0;0;135;77;65
30;5;921.6544;512.0302;89;57;1;0;-0.5513473;0.7981277;-0.359472;0.6319128;0.2901275;1;1;1;1;0;1;0;115;59;16
30;5;258.0887;143.3826;77;38;1;0;-0.1282104;-0.5302857;0.5823591;0.07335138;0.6991119;1;0;1;1;0;0;0;119;86;18
30;5;217.8672;121.0373;33;25;1;1;0.4004187;-0.2429008;-0.6826176;0.5509742;0.6583406;1;0;1;0;0;0;1;181;103;59
30;5;664.8164;369.3424;54;52;1;0;-0.6477356;0.5526796;0.5104011;0.5902155;0.1665167;1;1;1;1;1;1;0;43;49;17
30;5;1900.627;1055.904;64;19;1;0;-0.803726;0.7815524;-0.3559027;0.783635;0.2400106;0;0;1;0;1;1;0;63;73;2
30;5;1648.255;915.697;90;19;1;1;-0.1008047;0.2313776;0.4018503;0.4938664;0.8999679;1;0;1;1;1;0;0;103;57;60
30;5;924.8784;513.8213;86;46;1;0;0.6041343;0.4783859;-0.4466236;0.0193851;0.08574593;0;1;0;0;0;0;0;93;79;19
30;5;1666.321;925.7336;98;29;0;0;0.843473;-0.2768727;0.6965656;0.8188906;0.1579126;1;0;1;1;1;1;0;141;73;22
30;5;839.8505;466.5836;45;22;0;0;0.4018099;-0.09660596;0.4369751;0.09404159;0.4162959;0;0;0;1;1;0;1;153;72;27
30;5;1893.677;1052.043;46;59;0;0;0.8182456;-0.0457021;-0.164086;0.8429639;0.7279181;1;1;1;0;1;0;1;181;89;15
30;5;1782.543;990.3015;83;32;1;1;-0.07164943;0.4885664;0.2121933;0.9949384;0.8871834;0;0;1;1;0;0;1;212;107;68
30;5;771.5367;428.6315;47;48;1;0;-0.2386774;-0.06951702;0.08637267;0.990413;0.8055757;0;1;1;1;1;0;0;35;45;23
30;5;582.4536;323.5854;84;15;0;1;-0.6660347;0.06506699;0.6691027;0.1565833;0.07564807;1;1;1;0;0;1;0;134;90;69
30;5;1542.639;857.0215;79;34;0;0;-0.4294158;-0.6483906;-0.3522167;0.8502638;0.6820608;0;1;1;1;0;1;1;192;100;25
30;5;1953.556;1085.309;59;26;0;1;-0.009766936;-0.270074;0.7075089;0.72054;0.7966384;0;1;1;0;0;1;0;141;72;85
30;5;1168.416;649.1198;45;22;1;0;0.1460277;-0.7339779;-0.4289737;0.06825602;0.1430138;1;0;0;0;1;0;0;134;77;24
30;5;1053.209;585.1162;59;60;0;1;0.1163558;0.5521789;0.06279802;0.4510643;0.8548676;0;1;0;1;1;0;0;132;95;76
30;5;1361.911;756.6174;62;18;0;1;0.1354493;0.1996911;-0.6603741;0.3826906;0.9395601;0;1;1;0;1;0;0;79;59;24
30;5;1313.201;729.5562;86;34;1;0;0.1491979;0.3900497;-0.6435034;0.04733622;0.1022676;1;1;0;0;0;0;0;118;73;13
30;5;889.885;494.3806;71;25;0;1;0.03455913;0.2636118;-0.4509783;0.9569914;0.01968193;0;0;0;1;1;0;0;100;59;73
30;5;1999.876;1111.042;50;57;0;1;-0.9031029;0.289291;-0.328189;0.128541;0.7682894;1;1;0;0;0;1;1;193;97;72
30;5;225.069;125.0384;89;31;0;1;0.08537638;0.3521566;-0.1645812;0.4280779;0.8681918;1;0;1;1;0;1;1;177;106;12
30;5;891.5537;495.3076;33;15;1;1;-0.2925559;0.6533895;0.5151213;0.5244359;0.6210257;1;0;1;0;0;0;0;36;35;72
30;5;578.3494;321.3052;96;21;0;0;-0.9303858;0.01431876;-0.01510918;0.384735;0.125528;1;1;1;0;1;0;0;25;29;16
30;5;1456.344;809.0801;85;18;1;0;0.6290548;0.368852;-0.4512463;0.3459616;0.8244084;1;1;0;1;0;0;0;165;115;21
30;5;265.1235;147.2908;86;55;0;1;0.7030962;-0.5614638;0.6837255;0.3572864;0.8079382;0;1;1;0;1;1;0;85;49;17
30;5;1810.307;1005.726;73;32;1;1;-0.1726609;0.7932283;0.5016138;0.8189721;0.9248102;0;0;0;0;0;1;1;165;84;64
30;5;1138.572;632.54;45;23;1;1;-0.05073011;-0.4690819;-0.6714044;0.7997468;0.3091264;1;0;1;1;1;1;1;178;107;86
30;5;1531.85;851.0278;36;31;1;1;-0.7814901;0.2477083;0.05170238;0.7703828;0.5201541;1;0;1;0;0;0;1;176;90;76
30;5;1198.628;665.9042;63;45;1;0;-0.6768839;0.1974009;0.06985366;0.2782963;0.2516479;0;0;1;1;1;1;0;105;60;23
30;5;807.6406;448.6892;57;19;1;0;-0.2213303;-0.1154096;-0.1989051;0.8062725;0.1419201;1;1;1;1;0;0;1;167;89;15
30;5;1952.994;1084.997;97;27;0;1;-0.3590158;-0.1722558;0.4130383;0.5806761;0.5845777;1;1;1;1;0;1;0;83;68;85
30;5;765.7714;425.4285;84;23;0;0;-0.07753336;-0.6209486;-0.09775722;0.03985059;0.488072;0;0;0;0;1;1;1;173;91;10
30;5;2089.657;1160.921;76;57;1;0;-0.1136354;0.4624374;0.588501;0.4988595;0.5823222;0;0;1;1;0;0;1;213;111;68
30;5;1061.632;589.7958;85;57;0;1;-0.7069373;0.514595;0.0504697;0.6294879;0.7467548;0;0;1;0;0;1;1;195;105;78
30;5;1293.315;718.5084;83;24;0;1;0.6419992;0.4676309;-0.01337636;0.7870784;0.4599988;1;0;0;1;1;1;0;29;32;33
30;5;1567.903;871.0573;55;39;1;1;0.4597842;-0.7736256;0.1968721;0.3837735;0.6368327;1;1;1;1;0;1;1;153;73;70
30;5;378.982;210.5455;93;26;0;0;-0.7071967;-0.7059044;-0.2859355;0.1424918;0.9236068;1;1;0;1;1;0;0;24;31;8
30;5;2065.488;1147.493;94;41;1;0;0.8590605;0.05907983;-0.1752807;0.7039701;0.1759546;1;1;1;1;1;1;1;198;118;19
30;5;1407.276;781.8203;90;47;0;0;-0.2733666;0.3419552;0.3765242;0.03421211;0.4415292;0;1;0;1;0;1;1;147;67;6
30;5;731.1163;406.1757;39;42;0;0;-0.995295;0.006103039;-0.3410615;0.08309865;0.5095052;0;0;1;1;0;0;1;174;93;24
30;5;753.8392;418.7995;46;29;0;0;-0.3074762;-0.4618605;-0.0120185;0.8924929;0.6773273;0;1;1;0;0;0;0;97;52;63
30;5;326.51;181.3945;72;49;0;1;0.9513268;-0.08459443;0.06389153;0.8194686;0.02068341;1;1;1;1;1;0;1;139;77;59
30;5;663.6848;368.7137;89;23;0;1;-0.1160892;-0.5800198;-0.6219849;0.0916332;0.2106888;0;1;0;0;1;0;1;190;114;76
30;5;1545.269;858.4828;58;24;0;0;-0.008345723;0.068735;0.7200058;0.4171824;0.67216;0;1;1;1;1;0;1;197;119;26
30;5;1716.541;953.6337;77;37;1;1;-0.3425726;0.7567305;0.7258881;0.6877927;0.4918236;1;1;0;1;1;0;1;196;105;87
30;5;1765.174;980.6522;97;20;0;0;0.6233504;0.4515484;-0.1221682;0.7481083;0.9076465;0;1;0;1;1;1;0;99;55;9
30;5;1363.378;757.4324;36;38;0;1;0.6104188;0.007134318;-0.1212159;0.4576864;0.6502943;1;1;1;1;1;1;1;181;98;75
30;5;972.9508;540.5283;37;27;1;1;-0.00063622;-0.4730168;-0.1029989;0.5972609;0.5982565;0;0;1;0;1;0;0;185;114;87
30;5;2013.195;1118.442;73;25;1;0;-0.9703691;-0.5682569;0.5576634;0.7435815;0.4033534;0;0;0;0;1;1;1;154;91;74
30;5;1353.592;751.9958;37;41;0;1;0.655201;0.6987181;0.6097626;0.8548683;0.456402;1;1;1;1;1;0;1;177;92;73
30;5;922.7317;512.6287;74;60;1;0;0.4319327;-0.7604752;0.3817406;0.3346664;0.5648164;1;1;1;1;0;1;1;166;89;7
30;5;814.2175;452.343;47;24;1;0;-0.8685822;-0.002766311;0.5571761;0.6889807;0.1692361;0;1;1;1;1;0;0;69;46;19
30;5;2155.181;1197.323;65;60;0;0;-0.8272295;-0.7705118;-0.6249567;0.4090073;0.2446072;1;1;1;0;0;1;1;195;105;7
30;5;1584.5;880.2778;36;21;0;0;0.07345283;-0.4487625;-0.05136096;0.9257939;0.5305911;1;0;0;1;0;0;1;210;114;12
30;5;1251.042;695.0234;43;52;0;0;0.7963064;0.03849685;0.5844665;0.4009654;0.4921966;1;0;0;1;0;1;1;150;68;22
30;5;2002.036;1112.242;43;41;1;0;0.5190909;0.1074041;-0.0327903;0.08226418;0.9749266;0;0;0;1;0;1;1;186;75;17
30;5;761.2791;422.9328;44;21;1;1;-0.2800735;-0.6863533;0.07795209;0.4341298;0.05107927;1;0;0;1;1;0;1;218;117;72
30;5;940.6362;522.5756;79;42;0;0;-0.3859149;-0.7617167;0.4298828;0.8076158;0.8602647;0;0;0;0;0;0;1;190;106;12
30;5;1753.403;974.113;44;58;1;0;-0.153309;0.266897;-0.5715461;0.6152479;0.6462737;0;1;0;0;1;0;1;201;114;14
30;5;2105.818;1169.899;76;52;1;0;0.09758699;-0.3552223;0.520026;0.4409971;0.7977577;1;1;1;1;1;0;1;152;81;15
30;5;500.3515;277.9731;71;39;0;0;-0.4047824;-0.7190966;0.009562016;0.5302458;0.476152;0;0;0;0;0;1;1;166;90;17
30;5;1824.323;1013.513;99;52;0;0;-0.7036471;-0.5402325;0.7697895;0.860101;0.1279151;0;0;0;1;0;0;1;197;111;14
30;5;1377.136;765.0755;52;41;0;1;0.1573733;-0.3721338;-0.2092458;0.05964029;0.850239;1;0;0;0;1;0;1;190;115;66
30;5;1827.044;1015.024;87;28;0;1;-0.5708735;0.3234015;-0.2373189;0.7333782;0.8431407;0;1;1;0;0;1;1;170;92;65
30;5;2148.283;1193.491;53;16;0;0;0.4331217;0.01952869;0.437677;0.3737336;0.6204836;1;0;1;0;1;0;1;187;115;4
30;5;1613.973;896.6518;75;51;0;0;-0.566268;0.2946565;0.1484219;0.6024725;0.8823922;1;1;0;1;0;1;1;164;72;24
30;5;2054.252;1141.251;74;30;1;1;0.8461623;0.2385872;0.5448269;0.637851;0.1754835;1;0;1;0;1;1;0;119;61;40
30;5;849.9962;472.2201;94;40;0;0;0.5071795;0.07727289;0.6302353;0.5000883;0.1033361;1;0;0;0;1;1;1;155;78;8
30;5;528.3699;293.5388;37;16;0;0;-0.8286271;0.4487217;0.1321948;0.3549576;0.5511689;1;1;0;0;0;0;0;78;56;1
30;5;357.7173;198.7318;59;31;1;0;0.1367739;0.4506437;-0.5431123;0.4214337;0.9748045;0;0;1;1;1;1;1;160;78;14
30;5;384.2569;213.476;99;19;0;1;0.7942781;-0.7632772;0.453809;0.6067762;0.8177881;1;0;1;0;0;1;1;159;88;35
30;5;713.2012;396.2229;38;24;1;0;-0.3352767;0.6080725;-0.4141783;0.5626543;0.7538321;0;1;0;0;1;1;0;172;115;10
30;5;2041.246;1134.026;56;42;1;0;0.8082106;0.7406151;0.1297539;0.9814095;0.9010404;0;1;0;1;1;1;1;152;77;30
30;5;2023.198;1123.999;42;38;0;1;0.8344781;-0.1395684;-0.5056335;0.1676991;0.7465441;0;0;1;0;0;1;1;147;71;71
30;5;1433.905;796.6138;82;21;1;1;-0.1980072;0.4001213;0.782922;0.7370318;0.5304185;1;1;0;1;0;1;1;177;92;75
30;5;1539.517;855.2873;45;27;1;1;0.1453708;0.05435801;-0.457707;0.5366347;0.6782238;0;0;1;1;0;0;1;195;114;66
30;5;1171.615;650.8975;41;38;1;1;-0.05220854;0.7295962;-0.1419873;0.6517206;0.9043623;0;1;0;1;0;0;1;158;105;65
30;5;985.0536;547.252;58;40;1;0;0.3401863;0.3323625;0.3348198;0.6435099;0.8754277;1;1;0;1;0;1;1;123;66;3
30;5;1923.475;1068.597;69;29;1;0;-0.4574596;-0.2170337;-0.4553623;0.4628283;0.2478254;0;1;0;0;0;0;1;155;84;12
30;5;1026.973;570.5406;64;29;0;0;-0.2172016;-0.6866091;-0.2280229;0.817968;0.310343;0;0;0;0;1;1;1;193;102;20
30;5;846.6728;470.3738;40;22;0;0;-0.6778526;0.2896732;-0.285101;0.2918069;0.1225624;0;1;1;0;0;1;0;172;104;18
30;5;1554.058;863.3655;53;44;0;0;0.0319134;-0.5324247;0.4546015;0.3647401;0.8657165;0;1;0;1;1;1;0;180;113;8
30;5;286.6695;159.2608;81;59;0;1;0.1293148;-0.1585517;-0.01410913;0.2870061;0.6524947;1;1;1;0;1;1;1;120;63;70
30;5;1714.976;952.7645;47;56;1;1;-0.5430303;0.4171743;0.618753;0.8239038;0.2291039;1;0;1;1;1;1;1;141;60;59
30;5;523.0182;290.5657;49;49;1;1;0.2272297;0.6601618;0.4084032;0.8417037;0.9559555;0;1;0;0;1;0;1;200;100;59
30;5;948.9379;527.1877;48;20;1;0;-0.4093465;0.2417984;-0.1913615;0.4918247;0.3971583;0;1;1;1;0;0;1;159;88;17
30;5;1622.267;901.2595;96;21;0;1;-0.2387339;0.3652544;0.02283925;0.3384718;0.9431874;1;0;1;0;0;1;0;151;93;72
30;5;1896.376;1053.542;91;56;1;0;0.2147564;0.4688268;-0.3956237;0.4237171;0.5756982;0;1;0;0;0;0;1;225;108;12
30;5;1003.877;557.7094;83;38;0;0;0.2008728;0.4740402;-0.1888543;0.9293126;0.7455699;1;1;1;0;1;1;1;176;87;21
30;5;1090.587;605.8819;46;43;1;0;0.8373539;-0.1724132;-0.1208014;0.1006291;0.3321323;0;1;1;1;0;0;0;49;41;31
30;5;420.4389;233.5772;92;52;0;0;-0.4431552;-0.05298626;0.299707;0.6759447;0.8301846;0;0;0;1;0;0;1;167;87;17
30;5;225.9471;125.5262;82;47;0;0;-0.330278;-0.02883995;-0.3037891;0.3760676;0.04241073;1;1;1;0;0;1;0;74;72;6
30;5;1221.993;678.8852;39;40;0;0;0.2439951;-0.4764339;0.306826;0.8096856;0.3586776;0;1;0;0;1;1;0;59;54;57
30;5;343.9005;191.0558;86;46;0;1;-0.9596889;0.3559194;-0.752974;0.2867737;0.5130304;1;1;1;1;0;0;0;146;85;22
30;5;1896.509;1053.616;41;45;1;0;0.34062;0.6984869;0.2271087;0.7288928;0.2618375;1;1;1;0;1;0;1;171;87;20
30;5;1118.735;621.5193;98;16;1;0;0.793648;0.3550407;-0.4207895;0.9385254;0.3150952;1;0;0;1;1;1;1;188;108;8
30;5;2109.411;1171.895;67;52;1;0;0.9217408;0.5514734;-0.1283938;0.4774781;0.6019995;0;0;1;0;0;1;1;182;93;75
30;5;482.0645;267.8136;60;50;0;1;-0.7883978;-0.1244518;0.7927757;0.3536201;0.9550687;0;0;0;1;1;1;0;99;61;69
30;5;1509.456;838.5865;95;31;1;1;-0.5250609;-0.2914649;-0.627582;0.8719828;0.5929071;0;0;0;1;0;1;1;205;113;74
30;5;1354.925;752.7358;87;16;1;0;-0.4663526;-0.2067191;0.1963605;0.3002372;0.7068186;0;1;0;1;1;1;0;141;99;3
30;5;1170.39;650.2166;77;34;0;0;0.4588828;0.1877515;-0.3521032;0.6859796;0.1141723;1;0;0;0;0;1;1;177;94;44
30;5;276.0963;153.3868;54;58;1;1;0.3845994;0.4962106;0.4437029;0.2448586;0.2291613;1;0;1;1;1;0;1;218;107;37
30;5;1640.635;911.4642;89;22;0;0;-0.6822584;0.1185098;0.3160372;0.3212289;0.4175922;0;1;1;1;1;1;1;160;76;32
30;5;886.4202;492.4557;31;41;1;0;-0.7155993;0.7958661;-0.2600936;0.2647319;0.5207095;1;1;0;0;0;1;0;116;57;15
30;5;619.7681;344.3156;51;33;0;0;0.2772617;-0.2785827;-0.2197814;0.2236328;0.3869845;1;0;1;0;1;0;1;151;69;58
30;5;244.0777;135.5987;49;43;1;0;-0.1555482;-0.2188586;-0.6403572;0.2310598;0.8442658;0;1;0;0;0;1;1;168;88;12
30;5;388.9868;216.1038;92;43;0;1;0.8062553;0.64534;-0.4776842;0.6610225;0.580126;1;1;0;1;0;0;1;195;110;64
30;5;2086.68;1159.267;55;35;0;0;-0.1518067;-0.6234991;0.4959486;0.1737034;0.8858161;0;1;1;1;1;0;1;169;86;84
30;5;393.6128;218.6738;67;40;0;0;-0.5013485;-0.1525704;-0.7781863;0.6548759;0.938542;1;1;0;1;1;0;0;88;52;21
30;5;1971.231;1095.128;65;55;0;0;0.3427109;-0.2604291;-0.6036535;0.8749834;0.269335;0;0;1;0;0;0;1;185;85;70
30;5;1231.436;684.1311;37;58;1;1;-0.5942321;0.3814457;0.2285509;0.5289889;0.03744376;0;1;0;1;0;1;0;60;58;70
30;5;216.4104;120.228;54;58;1;0;-0.5233378;-0.1211308;-0.08657104;0.6670245;0.03485489;0;0;1;0;0;0;1;138;67;12
30;5;794.323;441.2906;71;50;0;1;0.3490116;-0.5136237;0.08249581;0.3258027;0.3337335;1;1;0;1;1;0;1;140;69;80
30;5;1913.196;1062.887;81;54;0;1;0.9343538;0.302536;-0.2359483;0.3895001;0.1255156;1;1;1;1;0;0;1;203;110;76
30;5;1774.742;985.9678;94;37;1;1;0.1672992;-0.7379877;0.3268957;0.6974319;0.6968409;0;0;0;0;1;0;1;221;113;63
30;5;1119.315;621.8417;68;17;0;1;-0.7373104;-0.1310239;0.3065775;0.1987748;0.117627;1;0;0;0;1;0;1;140;64;23
30;5;310.2132;172.3407;94;17;0;1;0.2075461;-0.04374951;-0.4169894;0.8229822;0.8476276;0;1;0;1;0;1;1;171;89;2
30;5;1110.3;616.8336;42;40;1;0;-0.9879456;0.4654293;-0.5069719;0.6062296;0.687289;1;0;0;0;0;1;1;190;91;14
30;5;1485.328;825.182;82;42;0;1;-0.04927862;-0.6995813;-0.539892;0.9466088;0.6400766;0;0;1;0;1;1;1;210;115;68
30;5;1219.841;677.6896;35;39;0;0;-0.6595337;0.08278686;-0.5394564;0.0477798;0.8558713;1;1;1;0;0;1;1;203;114;26
30;5;253.1975;140.6653;90;17;1;0;0.4327979;-0.3420705;-0.5142038;0.2295313;0.4897904;1;0;0;0;0;0;0;104;82;2
30;5;312.6482;173.6934;88;59;1;0;-0.9049149;-0.4025221;-0.1121632;0.1608651;0.7939943;1;1;1;0;0;1;1;216;106;67
30;5;1960.506;1089.17;76;53;1;1;-0.4845663;-0.132665;0.7696748;0.1566927;0.951969;1;1;1;1;1;0;1;171;80;97
30;5;1197.829;665.4603;73;55;0;0;-0.1247326;-0.1294574;0.318259;0.8125494;0.2424061;1;0;0;0;0;1;1;189;84;35
30;5;1674.563;930.3128;95;53;1;0;-0.01141894;0.2229313;0.4613979;0.08086729;0.5687618;0;1;0;0;0;1;1;126;68;68
30;5;1299.546;721.9699;58;32;0;1;0.08048999;-0.2407458;0.6359649;0.6239418;0.2810093;1;0;0;0;1;0;1;124;67;57
30;5;811.0118;450.5621;86;56;1;1;-0.6196921;-0.1152488;0.3321916;0.6101637;0.8035755;0;1;1;1;1;1;1;146;64;66
30;5;770.0844;427.8246;94;26;1;1;0.8754814;0.4571607;-0.1017264;0.273831;0.1549246;0;0;0;1;1;1;0;78;47;62
30;5;325.6056;180.892;62;30;0;0;-0.009500623;0.7480919;0.0175088;0.5595093;0.09266901;0;0;0;0;0;0;1;140;63;3
30;5;1932.546;1073.637;71;26;0;0;0.3201866;0.1076356;0.1598121;0.03561556;0.6732789;0;1;0;1;0;1;1;204;114;63
30;5;1931.337;1072.965;55;36;1;0;-0.1951531;-0.5546282;-0.7739683;0.2579792;0.6825213;1;0;1;0;0;0;0;165;78;22
30;5;1490.418;828.0099;83;48;1;1;0.9106929;0.167946;0.68239;0.4038427;0.3442933;1;1;1;0;0;1;1;177;91;78
30;5;1987.274;1104.041;30;19;0;1;0.2455868;0.05097991;-0.7692854;0.6759069;0.4516161;0;1;0;1;0;1;0;167;105;67
30;5;1930.997;1072.776;81;19;0;0;0.6152081;-0.5306093;0.7090099;0.168228;0.8815628;0;1;1;1;0;0;0;76;65;34
30;5;1576.82;876.0112;72;42;1;1;-0.1445702;0.2998047;0.6108107;0.9775391;0.4930788;1;0;1;1;0;0;1;164;70;78
30;5;1175.912;653.2847;57;27;0;1;0.637969;0.1204387;0.2255323;0.01644433;0.3934948;0;1;0;0;1;0;1;189;103;70
30;5;1677.237;931.7982;44;33;0;0;-0.0254885;-0.03969795;0.5633022;0.7504361;0.1463491;1;1;0;0;0;1;1;185;90;26
30;5;1140.075;633.3751;52;33;1;1;-0.7451019;-0.6008373;0.256928;0.2616178;0.7712559;0;1;0;1;1;0;1;168;95;94
30;5;288.586;160.3256;53;33;0;1;-0.6616924;0.4031496;0.3143541;0.6216682;0.6849375;1;0;1;0;1;1;1;208;112;17
30;5;709.9167;394.3982;90;35;1;0;0.3115279;-0.5749771;-0.5731413;0.273977;0.63788;0;1;0;1;0;0;0;120;67;25
30;5;633.1784;351.7658;49;20;1;1;0.7281084;-0.05709809;-0.1063369;0.2339045;0.775599;0;1;1;0;0;0;0;68;49;49
30;5;1469.087;816.1593;48;56;0;1;0.479655;0.1359874;-0.1193233;0.9308029;0.04309809;1;0;0;1;1;0;1;188;95;73
30;5;296.3705;164.6503;89;44;0;1;-0.9023538;-0.6880438;0.1529447;0.02354789;0.8320276;0;0;0;1;1;1;1;216;115;18
30;5;1483.611;824.2281;40;16;0;1;0.889576;0.7973863;-0.5080431;0.240456;0.9790076;1;0;0;1;1;1;0;125;76;2
