Age;VRExperience;width;height;fov;fps;antialiasing;textures;saturation;brightness;contrast;sharpness;shadowStrength;reflections;modelsDetail;dof;particles;ambientSound;reverbZone;won;zombiesKilled;time;VisualImmersion
30;5;535.0789;297.2661;61;47;1;0;0.3027568;0.6995974;0.004017711;0.5079177;0.5378867;1;0;0;1;0;1;1;203;108;8
30;5;1003.861;557.7007;67;60;0;1;-0.3853189;0.1010814;-0.304203;0.4206669;0.6750157;0;0;1;1;1;0;1;188;107;63
30;5;693.2665;385.1481;54;42;0;1;0.3482539;-0.1561435;0.1511025;0.6681771;0.2193085;0;1;1;1;0;0;1;156;68;18
30;5;959.244;532.9133;81;41;0;1;0.7839301;-0.5312924;-0.5508377;0.2135589;0.4810049;1;0;0;0;0;1;1;132;61;67
30;5;1027.298;570.721;53;52;1;0;-0.5948429;0.1264571;0.5873438;0.1726741;0.7763516;0;1;0;1;0;1;0;121;77;15
30;5;980.6035;544.7797;91;15;1;1;-0.1084555;-0.09959364;0.6312655;0.6826793;0.2634156;0;1;1;0;0;0;0;135;96;69
30;5;2136.205;1186.78;88;53;0;1;-0.4386619;0.1980966;0.2114683;0.1065279;0.2554695;0;1;1;1;0;0;1;190;103;89
30;5;926.7499;514.8611;32;25;1;1;-0.4002994;0.5648062;0.5459627;0.4016734;0.3699577;0;1;1;0;1;1;1;168;87;61
30;5;546.8264;303.7924;72;18;1;0;-0.2179853;0.7127419;0.08246738;0.3594678;0.14755;0;1;0;0;1;0;0;170;104;5
30;5;975.0139;541.6744;45;60;1;1;0.8103082;0.6006789;-0.3388879;0.6312325;0.8412799;0;1;1;1;1;1;1;210;114;84
30;5;287.0213;159.4563;38;24;0;0;0.735028;-0.6374981;-0.4086642;0.1931536;0.7187575;1;1;0;1;1;0;0;111;66;15
30;5;1715.258;952.9209;96;34;1;1;-0.3878342;-0.5169573;0.2420593;0.2697993;0.3846425;0;1;1;1;0;0;1;182;103;99
30;5;1888.644;1049.247;78;15;1;0;-0.5235581;0.5335647;0.07631618;0.7856491;0.1731632;0;1;0;0;1;0;0;30;35;11
30;5;1864.052;1035.584;33;39;0;1;-0.3412582;0.488718;-0.1952571;0.2470829;0.7066;1;0;0;1;0;1;1;148;77;75
30;5;2131.444;1184.136;35;16;0;0;-0.4369584;0.05483979;0.08959419;0.3115937;0.6440928;0;0;1;1;0;0;1;151;73;12
30;5;1129.348;627.4155;53;50;0;1;0.9189641;-0.1962045;0.3889902;0.8957642;0.5114004;1;0;1;1;1;0;1;170;79;76
30;5;954.9512;530.5284;87;45;1;1;0.7606964;0.7104192;-0.720669;0.08650839;0.0884794;1;0;1;0;0;1;1;192;117;44
30;5;331.001;183.8895;32;35;1;1;-0.101658;0.35061;-0.3868856;0.1419233;0.2611474;0;1;0;1;0;1;0;113;85;22
30;5;587.0461;326.1367;32;24;1;1;0.4308748;-0.4372452;-0.5559185;0.1740253;0.0590986;0;0;1;0;1;0;1;188;116;46
30;5;656.5181;364.7323;71;39;1;0;0.8846164;0.7699828;0.4796789;0.6677036;0.01207471;1;1;1;1;1;0;0;136;64;15
30;5;772.9271;429.404;41;37;1;1;-0.309435;-0.4787475;-0.7042099;0.3920916;0.1098139;0;0;0;1;0;1;1;198;109;72
30;5;1358.143;754.5239;68;53;0;0;0.2956004;-0.7005559;-0.7733003;0.5188342;0.06624711;0;1;1;0;1;1;0;112;60;7
30;5;826.1244;458.958;96;27;0;0;2.503395E-06;-0.4749742;0.08095771;0.3157451;0.9683473;1;1;1;0;1;1;1;182;110;11
30;5;463.5762;257.5424;71;32;0;0;0.4261431;0.2206373;0.4930345;0.7272807;0.8778826;0;0;1;0;1;1;1;173;77;13
30;5;378.4033;210.2241;81;21;0;0;0.1991256;0.2612344;-0.7569171;0.1929033;0.7490528;0;0;0;0;1;0;0;86;59;8
30;5;251.8467;139.9148;63;45;1;0;-0.1591071;0.3482832;0.2942308;0.7582628;0.8508409;1;1;1;1;0;1;1;147;77;9
30;5;2037.444;1131.913;36;44;1;0;-0.276817;-0.2303969;-0.2400747;0.5547004;0.1462977;1;1;1;1;0;0;1;150;65;23
30;5;1952.538;1084.744;47;55;0;1;-0.377066;0.628302;0.3097813;0.1423165;0.9493943;1;1;1;1;1;0;1;181;93;99
30;5;528.1539;293.4189;97;57;1;1;0.8490858;0.572073;-0.2326701;0.4346979;0.1131052;1;0;1;0;0;1;1;215;118;67
30;5;332.6431;184.8017;88;60;0;0;0.5670137;-0.5643248;0.1604928;0.1194447;0.1188091;1;1;0;0;1;0;0;161;95;6
30;5;1239.041;688.3558;69;42;0;0;-0.5533133;-0.1368611;0.1764783;0.5157514;0.8560402;0;0;0;1;1;0;0;152;70;12
30;5;1779.358;988.5324;68;38;1;0;0.0167073;-0.4259476;-0.5134168;0.2328132;0.4204089;1;0;0;1;0;1;1;156;72;66
30;5;923.9861;513.3256;46;35;0;0;-0.02927959;0.08018601;-0.3659289;0.09508562;0.776565;1;1;0;1;1;0;0;27;32;32
30;5;1553.165;862.8692;91;28;0;1;0.288511;-0.5461803;-0.4246927;0.5171399;0.3051677;0;0;1;1;0;1;1;163;71;62
31;5;955.7085;530.9492;92;51;0;0;0.5437999;-0.3894754;0.6673107;0.7920702;0.5919436;1;0;0;1;0;0;1;212;107;30
31;5;1246.153;692.3075;88;31;0;0;0.6747079;-0.2459417;-0.2725352;0.6246306;0.6296583;0;0;1;0;0;0;1;189;101;54
31;5;902.5193;501.3996;40;32;1;1;0.7414901;-0.6008236;-0.07621014;0.09778512;0.7746003;0;0;1;0;1;1;1;184;93;78
31;5;585.9624;325.5347;66;33;1;1;-0.9561083;-0.68854;0.123882;0.3733506;0.1135532;1;0;0;0;1;1;1;178;114;21
31;5;467.3761;259.6534;88;41;0;0;-0.467697;-0.7853795;0.4415731;0.915184;0.3594255;1;1;0;1;0;1;0;30;33;7
31;5;1207.679;670.9327;82;59;0;1;0.3711414;0.3055557;-0.7635229;0.9545091;0.7195165;0;1;0;1;1;1;1;127;63;78
31;5;2077.292;1154.051;33;49;1;0;0.6541736;-0.7805563;-0.203406;0.09224308;0.4633291;0;1;1;1;1;1;1;158;91;35
31;5;321.929;178.8494;40;26;1;1;-0.6511703;0.3555191;0.6503212;0.0006018877;0.7190619;0;0;0;1;0;0;1;195;97;11
31;5;511.5639;284.2022;34;34;0;0;-0.4378852;-0.7716517;-0.7893048;0.8471497;0.7101276;1;1;0;1;1;0;1;168;82;10
31;5;1674.252;930.1398;83;25;1;0;-0.3821365;0.6037794;-0.2347766;0.6530733;0.6326803;1;1;1;0;0;0;0;142;69;15
31;5;1465.004;813.891;65;50;1;0;-0.3626968;0.3721249;-0.6688771;0.673944;0.4994131;1;1;1;0;1;1;1;171;95;20
31;5;2007.602;1115.334;71;46;1;0;-0.4151424;0.6816158;0.4044073;0.5944541;0.2018676;1;1;1;0;1;1;1;195;95;15
31;5;1579.586;877.5477;61;19;0;0;-0.6888862;0.006064892;0.6242365;0.3593658;0.4024281;0;0;0;0;1;1;1;195;117;6
31;5;1970.505;1094.725;42;51;0;1;0.9717038;0.07351637;0.7579036;0.2088885;0.9594952;1;1;0;1;1;0;1;158;88;100
31;5;1658.101;921.1675;86;17;0;1;-0.8808563;0.7545666;-0.7358629;0.5639799;0.2730166;1;0;0;1;0;1;0;47;50;4
31;5;1456.693;809.2741;81;24;0;1;0.3124351;0.6217884;0.487505;0.5538351;0.6435194;0;1;1;1;0;0;1;152;89;77
31;5;487.7642;270.9801;34;25;0;0;0.6576176;-0.3402535;-0.7331272;0.3752162;0.8627908;0;0;0;0;1;1;1;145;71;7
31;5;1264.651;702.5837;58;20;1;0;0.51367;-0.2500013;-0.7736493;0.577429;0.5083923;1;1;0;0;1;1;0;51;58;4
31;5;2129.738;1183.188;35;55;1;1;-0.3363003;-0.4686732;0.7201605;0.5518629;0.4710496;1;0;0;0;1;0;1;216;108;83
31;5;1463.98;813.3222;60;40;0;1;-0.07337415;0.5135157;-0.6929033;0.4356526;0.9405762;1;0;1;0;1;0;1;129;66;55
31;5;1192.117;662.287;97;58;0;1;-0.02001035;-0.4960461;-0.1719214;0.6631044;0.4924099;0;0;0;0;0;1;1;178;93;56
31;5;1721.975;956.6529;80;47;0;1;-0.9016266;-0.7349251;0.4889255;0.4632545;0.2837514;1;1;0;0;0;0;1;148;60;64
31;5;1719.259;955.144;40;51;1;1;-0.7746305;-0.6069563;-0.6551238;0.6885639;0.254653;0;0;1;0;1;1;1;203;113;45
31;5;1561.001;867.223;81;48;0;1;-0.4133583;-0.3290132;-0.2814656;0.7610829;0.9907085;1;1;1;0;0;1;1;143;69;77
30;5;1389.742;772.079;50;52;1;1;-0.1516339;0.1010574;-0.05233657;0.7636678;0.09805918;1;1;0;0;1;1;1;148;67;53
30;5;753.8591;418.8106;82;56;0;0;-0.4513713;-0.221008;0.5918167;0.1523547;0.5005921;0;0;0;1;0;1;1;152;65;17
30;5;1912.713;1062.619;81;33;0;0;-0.4599811;0.5403278;-0.09631777;0.8803145;0.2984793;1;1;1;0;1;1;0;111;60;32
30;5;1711.567;950.8705;62;41;0;0;-0.8095174;0.347517;0.511099;0.6965299;0.995785;0;0;1;1;0;0;1;168;81;20
30;5;1171.677;650.9319;82;21;1;0;-0.08997858;-0.2081647;0.08157015;0.8208855;0.3682837;1;0;1;0;1;0;1;135;67;31
30;5;656.9335;364.963;91;35;0;1;0.9701788;0.4177063;-0.05883551;0.3937922;0.4763344;0;1;0;0;0;1;1;148;73;49
30;5;1337.058;742.8102;54;32;0;1;0.7538581;-0.5870371;-0.03683978;0.2111576;0.6103192;1;0;0;1;1;0;0;182;107;81
30;5;2071.686;1150.936;34;30;0;1;0.6915936;0.1361423;0.3202335;0.5576398;0.013978;1;0;1;1;0;1;0;115;83;54
30;5;777.3611;431.8673;56;59;1;1;0.5571902;-0.4469227;-0.05652416;0.0210439;0.5015354;0;0;1;1;1;1;1;194;84;83
30;5;762.2454;423.4697;98;16;1;0;0.9672506;-0.4462166;-0.4931398;0.1951889;0.06024528;1;0;1;0;1;1;1;158;83;16
30;5;1479.69;822.0498;91;59;0;1;0.8000722;0.464572;-0.431114;0.6187741;0.4202288;0;0;0;0;1;1;0;97;57;55
30;5;982.2456;545.692;61;38;0;1;0.1498245;0.5494852;0.382456;0.01743424;0.1334964;0;0;0;1;0;0;0;110;59;56
30;5;1112.958;618.3102;97;27;1;1;-0.5671191;0.669879;0.6772923;0.1519108;0.8626065;1;0;0;0;1;1;0;187;112;72
30;5;508.57;282.5389;51;23;0;1;-0.3595284;-0.4332458;-0.3945836;0.6932459;0.6749147;1;0;1;0;0;1;1;173;84;46
30;5;255.3601;141.8667;43;21;1;0;-0.985234;-0.265488;0.5366096;0.1523165;0.5933545;1;1;0;0;1;0;1;149;78;1
30;5;693.8336;385.4631;43;35;1;0;0.05550969;-0.3027694;-0.2746352;0.2507209;0.6246788;1;0;0;0;0;1;0;175;92;36
30;5;1951.615;1084.231;95;55;0;0;0.2175111;-0.1433837;-0.002901733;0.8590701;0.09070337;1;0;0;1;0;0;0;174;91;22
30;5;625.5003;347.5002;61;49;1;0;-0.7482646;0.1663795;-0.5764833;0.5561273;0.6110851;0;0;1;1;1;0;1;174;78;50
30;5;1122.252;623.4734;93;38;1;1;0.08247626;-0.2487695;-0.5414948;0.2926149;0.9851811;0;0;1;1;0;0;1;194;110;74
30;5;950.9232;528.2906;47;26;0;1;-0.2632653;0.6476013;0.512682;0.6057029;0.9366386;0;1;1;1;1;1;0;70;53;49
30;5;280.5415;155.8564;74;51;0;0;0.339957;0.0235917;0.2478681;0.5817444;0.04443121;1;1;0;1;0;1;0;120;82;4
30;5;2127.223;1181.791;57;23;0;0;-0.568917;0.2344791;0.5982518;0.8096342;0.1088275;1;0;0;0;0;1;1;153;76;38
30;5;1543.411;857.4506;36;38;1;0;-0.6274436;-0.3113521;-0.5648745;0.1649628;0.1426064;0;1;0;1;1;0;1;147;74;14
30;5;2000.342;1111.301;94;27;0;0;-0.2906262;-0.2335716;-0.3021813;0.2781501;0.9486524;1;0;0;1;0;1;1;191;103;25
30;5;683.176;379.5422;37;42;0;0;0.633347;0.3811584;-0.3800386;0.2136891;0.3199119;1;0;1;1;1;0;1;220;117;37
30;5;830.6909;461.4949;71;30;0;1;0.3524687;0.5135614;0.7827662;0.5505425;0.269959;1;0;0;1;0;0;1;171;79;49
30;5;1648.968;916.0931;44;21;0;1;-0.4269863;-0.2567727;0.3934646;0.2891125;0.6402366;1;0;1;0;1;1;1;160;89;69
30;5;793.7279;440.96;42;22;0;0;-0.06808031;0.5343592;0.7227316;0.7009212;0.7975658;1;0;1;0;1;0;0;103;67;16
30;5;1227.107;681.7263;60;43;0;0;0.4139178;0.5301176;0.3840361;0.5254732;0.329007;1;1;0;0;0;1;1;216;110;42
30;5;874.8084;486.0047;39;31;1;1;-0.5114059;0.6797318;-0.3877011;0.4730065;0.8549767;1;0;0;0;0;0;1;169;78;56
30;5;1721.364;956.3134;68;51;0;1;0.1123084;-0.2282063;0.3091987;0.8173517;0.3907956;0;1;0;0;1;1;1;135;64;96
30;5;2046.592;1136.995;85;21;1;0;0.1790682;-0.442404;0.5919699;0.1585582;0.4455025;0;0;1;1;1;0;0;99;56;21
30;5;1573.013;873.8961;59;46;1;1;0.4574685;-0.1572725;0.147663;0.7164552;0.8694906;0;0;1;1;0;0;0;93;50;53
30;5;1868.205;1037.891;44;23;1;0;0.8775275;-0.6303282;-0.2796287;0.3514751;0.4931757;1;0;0;1;1;0;1;191;97;44
30;5;503.9572;279.9762;60;52;1;0;-0.05533564;0.00807941;0.568207;0.9043617;0.5129121;0;1;0;1;0;0;1;177;102;11
30;5;1176.95;653.8609;34;36;0;0;-0.1651727;-0.4946484;-0.3855972;0.7611045;0.3801517;0;1;1;0;1;1;1;198;108;31
30;5;780.7438;433.7466;66;32;0;0;0.2653637;-0.1904443;-0.6121948;0.2610733;0.3258608;1;1;1;1;0;1;1;144;70;15
30;5;2001.442;1111.912;38;48;1;1;0.4331627;-0.4071441;-0.02292049;0.03659415;0.910035;1;0;1;1;1;1;1;165;75;75
30;5;1014.059;563.3661;82;19;1;1;-0.465643;-0.1112944;0.7841225;0.5987692;0.6219935;0;0;1;1;1;0;1;183;99;30
30;5;1817.105;1009.503;50;41;1;0;-0.1205677;-0.7301062;0.01674241;0.7372391;0.9142709;1;1;1;1;1;1;1;195;112;45
30;5;1388.947;771.6371;41;38;0;0;-0.5448186;0.5835544;-0.1619132;0.3138809;0.01612151;1;1;1;0;1;1;0;97;68;18
30;5;1449.627;805.3485;42;35;0;0;0.5729346;-0.2723819;0.2607149;0.5981947;0.2518174;0;0;1;0;0;0;1;159;66;34
30;5;879.4033;488.5574;42;52;1;0;-0.7944069;-0.779633;0.1018189;0.3101797;0.7715698;1;0;0;1;1;1;1;171;96;66
30;5;414.834;230.4633;31;60;0;1;-0.7549541;-0.1362252;-0.6343859;0.04758406;0.02701855;1;0;0;0;0;0;1;178;85;21
30;5;1676.812;931.5623;56;23;0;0;-0.8426292;0.506649;-0.6350258;0.8800567;0.6508003;1;1;1;0;0;1;0;169;94;12
30;5;1515.394;841.8856;73;50;1;1;0.8569944;0.3464246;-0.7442942;0.2033548;0.05137181;0;1;1;0;1;1;0;105;66;48
30;5;307.0096;170.5609;97;15;1;0;-0.2499861;-0.1966519;0.3121355;0.3747621;0.7036663;0;0;0;1;0;0;0;8;29;1
30;5;1825.051;1013.917;61;48;1;1;-0.4114827;-0.5351395;-0.7624306;0.02897167;0.5028345;1;0;1;0;0;0;1;172;79;57
30;5;983.4224;546.3458;79;35;1;0;0.8773882;0.2836181;0.3531864;0.1429394;0.6966159;1;0;0;1;0;0;0;147;97;5
30;5;2027.859;1126.588;76;29;1;0;-0.1590945;-0.5759451;-0.6947563;0.1229526;0.7727914;0;0;1;1;0;1;0;140;77;74
30;5;2008.682;1115.934;37;15;1;0;-0.7521386;-0.3932315;0.179911;0.5873687;0.08742535;0;0;1;0;0;0;0;55;45;23
30;5;2002.78;1112.656;55;42;0;0;-0.8524668;-0.1871241;0.08835649;0.3704051;0.5268645;0;1;1;1;0;1;0;82;66;63
30;5;1140.875;633.8193;91;54;1;0;-0.5929682;-0.4650378;-0.7444949;0.5722138;0.1852522;1;0;1;1;0;1;1;203;110;58
30;5;598.521;332.5117;30;26;1;1;0.1799301;0.7289764;-0.5555685;0.1844567;0.6799718;0;0;1;1;0;0;1;207;112;25
30;5;1608.011;893.3393;87;15;0;1;0.04138148;-0.362124;-0.4938217;0.8431486;0.9442153;0;1;0;0;1;0;0;88;56;51
30;5;1283.71;713.1721;44;35;1;0;0.6761887;-0.5106117;0.06813443;0.9664651;0.2445529;1;1;1;0;1;0;0;142;65;10
30;5;290.3192;161.2885;46;29;1;0;0.9336762;0.2842392;-0.7494619;0.5471471;0.3902575;1;1;0;0;1;0;1;196;111;6
30;5;1154.097;641.1652;51;60;0;1;-0.4389156;0.06999844;0.0364213;0.9781164;0.5882269;1;1;0;0;1;0;0;199;109;84
30;5;986.5215;548.0675;47;27;0;0;-0.3595616;-0.1171052;0.3308958;0.5113791;0.7525316;0;0;1;0;1;0;0;95;78;12
30;5;877.6876;487.6042;94;45;1;1;-0.6655269;0.0852378;-0.4201784;0.3327039;0.4033855;0;1;1;1;1;0;1;181;79;92
30;5;2155.729;1197.627;88;17;1;1;0.6181171;-0.307389;0.7547598;0.8422219;0.03175581;1;0;1;1;0;1;1;161;72;58
30;5;1546.132;858.9624;51;37;1;1;-0.1439701;0.7793589;-0.05871665;0.4287695;0.9554094;0;1;1;1;1;0;1;198;108;91
30;5;1394.558;774.7543;55;29;1;1;-0.4352232;-0.5515428;0.1787721;0.9446743;0.1966854;1;1;0;0;1;1;1;165;88;97
30;5;883.2819;490.7122;51;22;0;1;0.1176699;-0.7754541;0.5866341;0.3707666;0.5050523;0;0;1;0;1;0;1;189;96;69
30;5;1330.213;739.0071;50;21;1;1;0.2517347;0.1048478;0.1268155;0.9298648;0.6754314;1;1;1;0;0;0;1;146;69;53
30;5;1274.027;707.7928;46;53;1;1;0.3975193;0.09976947;0.2074554;0.956547;0.9329488;1;1;0;0;0;0;1;133;61;86
30;5;639.4625;355.257;55;40;1;0;0.2740724;-0.7766321;0.1751979;0.7028643;0.9126917;1;0;1;1;0;1;1;156;76;23
30;5;1498.931;832.7392;88;26;1;0;0.6709332;-0.6535216;0.1683141;0.9960134;0.2772213;0;1;1;1;1;1;1;133;70;22
30;5;1650.925;917.1804;44;28;0;1;-0.9435482;0.3517881;-0.1410995;0.8500683;0.8669004;0;0;0;0;1;1;1;153;75;28
30;5;898.1329;498.9627;62;44;0;1;-0.2482234;-0.6171286;-0.7775503;0.5812919;0.4368007;1;1;1;0;0;1;1;131;69;49
30;5;393.5134;218.6186;73;24;0;0;0.9031403;0.2141232;-0.4007376;0.8241087;0.3380927;0;1;1;0;1;1;1;176;97;13
30;5;2068.535;1149.186;82;23;0;0;-0.7674227;0.7093288;0.1576732;0.3659403;0.4239385;1;1;1;1;0;0;1;191;116;51
30;5;1365.302;758.5008;37;15;1;1;0.5429411;0.4250526;0.2162123;0.7862091;0.9941894;1;1;0;1;0;0;1;120;63;43
30;5;2024.873;1124.929;86;53;0;0;-0.3146921;0.07678384;-0.6656813;0.9226179;0.685524;1;1;1;0;1;0;1;160;73;45
30;5;386.9373;214.9651;53;52;0;1;0.6429615;-0.403784;-0.6887711;0.6829901;0.8762517;0;0;0;0;0;1;1;190;95;21
30;5;1410.26;783.478;96;45;1;1;-0.7721992;-0.564117;0.206167;0.5988532;0.7559348;0;1;0;1;0;1;1;192;99;78
30;5;581.4877;323.0487;82;18;0;1;0.8572705;0.6644692;-0.00550127;0.281814;0.1633474;0;1;0;0;1;0;1;167;96;21
30;5;1597.735;887.6306;49;17;1;0;-0.9016995;-0.6630129;0.4782022;0.4008182;0.2822351;1;1;1;1;0;0;1;163;105;18
30;5;1830.398;1016.888;87;32;1;1;-0.6468523;-0.575753;0.2363495;0.8200607;0.6364458;1;0;0;0;1;0;1;217;114;78
30;5;656.3217;364.6231;88;46;1;1;-0.9138687;0.2256121;-0.3863704;0.7490329;0.01256609;0;1;1;0;0;1;0;181;78;55
30;5;1140.411;633.5615;66;55;1;1;0.3077693;0.08874863;0.1686456;0.8414308;0.8642938;1;0;1;1;0;1;1;182;88;63
30;5;1557.913;865.5072;78;48;0;1;0.002519488;0.1707433;0.1391482;0.2750059;0.2861978;1;0;1;0;0;1;1;167;81;54
30;5;326.0035;181.1131;70;58;1;0;-0.8768697;-0.743154;-0.4789414;0.7303959;0.02291286;0;1;1;1;0;0;0;74;47;3
30;5;794.1881;441.2156;37;35;1;0;0.9693537;-0.7602687;-0.6901974;0.09313715;0.8231792;1;0;1;1;0;1;0;131;68;6
30;5;374.038;207.7989;31;20;1;0;0.3300042;-0.6972514;-0.110189;0.1128802;0.8753498;0;1;1;0;0;1;0;119;91;1
30;5;2022.788;1123.771;58;60;0;1;0.3619117;-0.6957527;0.512561;0.1210784;0.1933545;0;1;1;0;1;0;0;165;97;100
30;5;1825.903;1014.39;68;15;0;1;0.05753362;0.3229631;0.02266777;0.3943518;0.2102594;1;1;1;1;1;0;1;138;73;21
30;5;1285.526;714.181;47;25;0;1;0.8371515;-0.6743174;-0.06139213;0.06758165;0.8730882;1;0;1;0;1;0;1;176;97;56
30;5;1628.685;904.8248;63;44;1;0;-0.01115954;0.7843537;-0.4529553;0.7495458;0.2270194;0;0;0;0;0;1;0;141;77;12
30;5;1202.086;667.8255;42;40;0;0;0.0070678;0.05161202;0.1597174;0.7426118;0.2794749;1;1;0;0;1;0;1;135;64;17
30;5;1570.405;872.4472;61;30;0;1;-0.4383701;-0.7165714;-0.5045387;0.1021048;0.01300764;0;0;1;1;1;1;1;144;63;60
30;5;625.0391;347.244;47;54;1;1;-0.107658;0.3386711;-0.454666;0.4675002;0.7071189;1;0;1;0;0;0;1;180;81;36
30;5;724.3702;402.4279;61;39;1;0;0.3958821;-0.3809543;0.5998215;0.7967932;0.5025832;1;0;0;0;0;1;1;207;103;14
30;5;546.4866;303.6037;39;42;0;1;-0.4238054;-0.7772616;-0.3252541;0.08467984;0.3434595;0;0;0;0;0;1;1;198;89;16
30;5;234.2595;130.1442;63;15;0;1;0.2717855;0.4235769;0.223597;0.2575048;0.6142067;0;0;1;0;0;1;0;72;74;1
30;5;710.253;394.585;89;35;1;1;0.07369697;0.1507443;-0.7988935;0.4475268;0.8793625;1;1;0;1;1;0;1;175;78;34
30;5;1398.36;776.8669;31;41;0;1;0.04969919;0.1475131;-0.7825777;0.07448256;0.9355413;0;0;0;0;1;0;1;160;76;15
30;5;1240.06;688.9223;44;37;0;0;-0.4254009;-0.03460991;-0.6871762;0.1093421;0.9960327;1;1;0;1;1;1;1;136;70;11
30;5;2121.257;1178.476;75;30;1;0;0.1894194;-0.2531134;-0.7550827;0.4619426;0.7157005;1;1;0;0;0;0;1;150;75;11
30;5;1093.215;607.3419;83;36;1;0;-0.6073556;-0.7655489;0.5151722;0.8318917;0.08946049;0;1;1;0;0;0;1;160;76;16
30;5;2110.808;1172.671;79;56;1;1;-0.5079777;0.7427045;-0.2668811;0.650615;0.5474675;1;0;0;1;1;1;1;196;103;85
30;5;1726.166;958.9808;51;50;1;1;-0.05971587;0.1976914;0.7082825;0.3126463;0.344248;0;0;0;0;1;0;1;215;111;69
30;5;1614.24;896.8002;78;36;0;1;-0.3397168;-0.2786746;-0.7944513;0.3315139;0.0719614;1;0;1;0;0;0;0;77;70;28
30;5;1066.914;592.7302;85;23;1;0;0.5659561;0.4459425;0.2277012;0.1966846;0.5418527;1;1;1;0;1;1;1;145;74;32
30;5;1862.255;1034.586;38;41;0;1;0.09276497;-0.207595;-0.1654061;0.9466237;0.7233446;0;0;0;1;0;0;0;212;114;61
30;5;1636.8;909.3331;85;28;0;0;0.5290065;0.07053596;-0.1222184;0.5224021;0.4241185;0;1;0;1;1;0;0;162;91;16
30;5;1343.326;746.292;86;15;1;1;0.9195497;-0.2499351;0.2956247;0.9419823;0.8149215;0;0;0;0;1;1;1;158;95;7
30;5;1234.034;685.5746;71;27;1;1;-0.3796293;-0.6606495;0.7750795;0.3828989;0.2423322;0;0;0;1;0;1;1;183;93;73
30;5;1713.494;951.9413;64;54;1;1;0.4944989;-0.2860107;-0.7912074;0.06108272;0.6007618;0;0;0;0;1;0;0;11;34;39
30;5;481.8918;267.7177;80;49;0;0;-0.4274219;-0.6081977;0.009043038;0.3083923;0.9041346;0;0;0;1;0;1;0;23;27;14
30;5;1999.97;1111.094;80;51;1;0;-0.04107726;-0.312704;0.7762396;0.3446707;0.7338127;0;1;0;1;0;0;0;117;87;45
30;5;1846.858;1026.032;97;37;1;1;0.7356122;0.6936364;-0.2008241;0.3916386;0.6706648;1;0;0;1;0;0;0;68;57;43
30;5;1039.369;577.427;58;43;0;0;-0.4630684;-0.6928986;-8.517504E-05;0.8171601;0.0322516;1;0;0;1;0;0;0;49;59;18
30;5;1146.254;636.8076;37;58;1;1;0.08537972;-0.1265193;-0.4323614;0.3593062;0.04695582;0;0;1;0;0;1;0;14;29;21
30;5;1305.405;725.2249;55;25;0;0;0.4435105;-0.161119;0.382122;0.9016606;0.4928482;1;1;0;0;0;1;0;33;51;1
30;5;785.425;436.3472;46;39;0;0;-0.9775958;0.3630989;-0.6922272;0.7024606;0.7922435;0;1;1;0;1;0;0;27;40;4
30;5;716.0723;397.8179;90;50;1;1;-0.1407601;-0.05980939;-0.4318531;0.186561;0.2541888;1;0;0;0;1;0;0;53;44;50
30;5;2069.89;1149.939;48;60;0;0;-0.09505856;-0.2546416;0.5448;0.7290947;0.9856292;1;1;0;1;0;0;1;189;114;59
30;5;807.2776;448.4876;38;19;1;1;-0.8574893;-0.7725866;-0.6771267;0.2776849;0.3812768;1;0;0;0;1;1;0;61;60;6
30;5;1885.028;1047.238;64;20;0;0;-0.5518546;-0.719246;0.2948679;0.2283969;0.3372837;0;1;1;0;1;1;0;101;81;6
30;5;1871.949;1039.972;37;49;1;1;0.3323497;0.2975512;-0.6393005;0.4518662;0.3265527;0;0;0;1;1;0;1;193;107;40
30;5;551.8969;306.6094;31;53;1;0;-0.5869308;-0.2071906;0.08233821;0.9401793;0.742484;1;1;0;0;1;1;1;186;84;1
30;5;1352.729;751.5162;89;29;0;1;0.5012491;0.3594723;-0.1658176;0.8641484;0.6715128;1;0;1;0;1;0;0;40;52;61
30;5;1030.609;572.5605;91;22;1;1;0.856869;0.07468194;0.516775;0.1766911;0.4267353;0;1;1;0;0;0;0;139;94;66
30;5;1248.702;693.7235;32;20;1;0;-0.07923138;0.7915197;0.7873505;0.3844072;0.5114644;0;0;1;1;0;0;0;21;31;1
30;5;315.598;175.3322;92;57;0;1;-0.6939805;-0.2017447;0.6013208;0.7847221;0.6197644;1;0;1;0;1;1;0;42;51;2
30;5;628.4555;349.1419;65;43;0;1;0.3845169;0.3914722;0.3214069;0.8863361;0.894918;1;1;1;1;0;0;1;146;74;20
30;5;1944.645;1080.358;66;57;1;1;0.551461;-0.7880731;-0.7155537;0.2325498;0.3957706;1;1;1;1;0;1;0;57;56;58
30;5;2056.47;1142.483;33;20;1;0;-0.4877666;-0.7824078;-0.7405369;0.8059019;0.9759512;0;0;0;0;0;1;0;37;35;13
30;5;2138.417;1188.009;76;25;0;0;-0.4373409;0.4180567;-0.1928172;0.5101584;0.6344491;1;0;0;1;1;1;1;173;88;25
30;5;1265.989;703.3272;82;57;1;0;0.05591238;0.4865938;-0.509304;0.4590148;0.4113544;1;0;0;1;0;0;0;50;55;22
30;5;1698.465;943.5919;99;39;0;1;-0.5565779;0.09675872;0.6765575;0.1179954;0.3075048;0;0;0;1;1;0;1;170;70;53
